,year,state,state_po_Rep,candidate_Rep,party_Rep,candidatevotes_Rep,state_po_Dem,candidate_Dem,party_Dem,candidatevotes_Dem,totalvotes,Place Name,Latitude,Longitude
34,2008,Ohio,OH,"McCain, John",republican,2677820,OH,"Obama, Barack H.",democrat,2940044,5708350,"Ohio, USA",40.367474,-82.996216
35,2008,Oklahoma,OK,"McCain, John",republican,960165,OK,"Obama, Barack H.",democrat,502496,1462661,"Oklahoma, the USA",36.084621000000006,-96.921387
36,2008,Oregon,OR,"McCain, John",republican,738475,OR,"Obama, Barack H.",democrat,1037291,1827864,"Oregon, the US",44.0,-120.5
37,2008,Pennsylvania,PA,"McCain, John",republican,2655885,PA,"Obama, Barack H.",democrat,3276363,6013272,"Pennsylvania, USA",41.203323,-77.19452700000001
38,2008,Rhode Island,RI,"McCain, John",republican,165391,RI,"Obama, Barack H.",democrat,296571,471766,"Rhode Island, the US",41.700001,-71.5
39,2008,South Carolina,SC,"McCain, John",republican,1034896,SC,"Obama, Barack H.",democrat,862449,1920969,"South Carolina, USA",33.836082,-81.16372700000001
40,2008,South Dakota,SD,"McCain, John",republican,203054,SD,"Obama, Barack H.",democrat,170924,381975,"South Dakota, the US",44.5,-100.0
41,2008,Tennessee,TN,"McCain, John",republican,1479178,TN,"Obama, Barack H.",democrat,1087437,2599749,"Tennessee, USA",35.860119,-86.660156
42,2008,Texas,TX,"McCain, John",republican,4479328,TX,"Obama, Barack H.",democrat,3528633,8077795,"Texas, the USA",31.0,-100.0
43,2008,Utah,UT,"McCain, John",republican,596030,UT,"Obama, Barack H.",democrat,327670,952370,"Utah, USA",39.41922,-111.95068400000001
44,2008,Vermont,VT,"McCain, John",republican,98974,VT,"Obama, Barack H.",democrat,219262,325046,"Vermont, the USA",44.0,-72.699997
45,2008,Virginia,VA,"McCain, John",republican,1725005,VA,"Obama, Barack H.",democrat,1959532,3723260,"Virginia, USA",37.926868,-78.024902
46,2008,Washington,WA,"McCain, John",republican,1229216,WA,"Obama, Barack H.",democrat,1750848,3036878,"Washington State, the USA",47.751076,-120.74013500000001
47,2008,West Virginia,WV,"McCain, John",republican,397466,WV,"Obama, Barack H.",democrat,303857,713451,"West Virginia, the US",39.0,-80.5
48,2008,Wisconsin,WI,"McCain, John",republican,1262393,WI,"Obama, Barack H.",democrat,1677211,2983417,"Wisconsin, the USA",44.5,-89.5
49,2008,Wyoming,WY,"McCain, John",republican,164958,WY,"Obama, Barack H.",democrat,82868,254904,"Wyoming, USA",43.07597,-107.290283
